raw_city,raw_state,standardized_city,standardized_state,match_method
guabiju,RS,Guabiju,RS,municipio
guaiba,RS,Guaíba,RS,municipio
guapore,RS,Guaporé,RS,municipio
guaporé,RS,Guaporé,RS,municipio
guarani das missoes,RS,Guarani das Missões,RS,municipio
guarani das missões,RS,Guarani das Missões,RS,municipio
guaíba,RS,Guaíba,RS,municipio
harmonia,RS,Harmonia,RS,municipio
herval,RS,Herval,RS,municipio
herveiras,RS,Herveiras,RS,municipio
horizontina,RS,Horizontina,RS,municipio
hulha negra,RS,Hulha Negra,RS,municipio
humaita,RS,Humaitá,RS,municipio
humaitá,RS,Humaitá,RS,municipio
ibarama,RS,Ibarama,RS,municipio
ibiaca,RS,Ibiaçá,RS,municipio
ibiaçá,RS,Ibiaçá,RS,municipio
ibiraiaras,RS,Ibiraiaras,RS,municipio
ibirapuita,RS,Ibirapuitã,RS,municipio
ibirapuitã,RS,Ibirapuitã,RS,municipio
ibiruba,RS,Ibirubá,RS,municipio
ibirubá,RS,Ibirubá,RS,municipio
igrejinha,RS,Igrejinha,RS,municipio
ijui,RS,Ijuí,RS,municipio
ijuí,RS,Ijuí,RS,municipio
ilopolis,RS,Ilópolis,RS,municipio
ilópolis,RS,Ilópolis,RS,municipio
imbe,RS,Imbé,RS,municipio
imbé,RS,Imbé,RS,municipio
imigrante,RS,Imigrante,RS,municipio
independencia,RS,Independência,RS,municipio
independência,RS,Independência,RS,municipio
inhacora,RS,Inhacorá,RS,municipio
inhacorá,RS,Inhacorá,RS,municipio
ipe,RS,Ipê,RS,municipio
ipiranga,RS,Gravataí,RS,distrito
ipiranga do sul,RS,Ipiranga do Sul,RS,municipio
ipê,RS,Ipê,RS,municipio
irai,RS,Iraí,RS,municipio
iraí,RS,Iraí,RS,municipio
itaara,RS,Itaara,RS,municipio
itacurubi,RS,Itacurubi,RS,municipio
itapuca,RS,Itapuca,RS,municipio
itapucá,RS,Itapuca,RS,municipio
itaqui,RS,Itaqui,RS,municipio
itati,RS,Itati,RS,municipio
itatiba do sul,RS,Itatiba do Sul,RS,municipio
ivora,RS,Ivorá,RS,municipio
ivoti,RS,Ivoti,RS,municipio
jaboticaba,RS,Jaboticaba,RS,municipio
jacuizinho,RS,Jacuizinho,RS,municipio
jacutinga,RS,Jacutinga,RS,municipio
jaguarao,RS,Jaguarão,RS,municipio
jaguari,RS,Jaguari,RS,municipio
jaguarão,RS,Jaguarão,RS,municipio
jansen,RS,Farroupilha,RS,distrito
jaquirana,RS,Jaquirana,RS,municipio
jari,RS,Jari,RS,municipio
joia,RS,Jóia,RS,municipio
julio de castilhos,RS,Júlio de Castilhos,RS,municipio
jóia,RS,Jóia,RS,municipio
júlio de castilhos,RS,Júlio de Castilhos,RS,municipio
lagoa bonita do sul,RS,Lagoa Bonita do Sul,RS,municipio
lagoa dos tres cantos,RS,Lagoa dos Três Cantos,RS,municipio
lagoa dos três cantos,RS,Lagoa dos Três Cantos,RS,municipio
lagoa vermelha,RS,Lagoa Vermelha,RS,municipio
lagoao,RS,Lagoão,RS,municipio
lagoão,RS,Lagoão,RS,municipio
lajeado,RS,Lajeado,RS,municipio
lajeado do bugre,RS,Lajeado do Bugre,RS,municipio
lavras do sul,RS,Lavras do Sul,RS,municipio
liberato salzano,RS,Liberato Salzano,RS,municipio
lindolfo collor,RS,Lindolfo Collor,RS,municipio
linha nova,RS,Linha Nova,RS,municipio
macambara,RS,Maçambará,RS,municipio
machadinho,RS,Machadinho,RS,municipio
mampituba,RS,Mampituba,RS,municipio
manoel viana,RS,Manoel Viana,RS,municipio
maquine,RS,Maquiné,RS,municipio
maquiné,RS,Maquiné,RS,municipio
marata,RS,Maratá,RS,municipio
marau,RS,Marau,RS,municipio
marcelino ramos,RS,Marcelino Ramos,RS,municipio
mariana pimentel,RS,Mariana Pimentel,RS,municipio
mariano moro,RS,Mariano Moro,RS,municipio
marques de souza,RS,Marques de Souza,RS,municipio
mata,RS,Mata,RS,municipio
mato castelhano,RS,Mato Castelhano,RS,municipio
mato leitao,RS,Mato Leitão,RS,municipio
mato leitão,RS,Mato Leitão,RS,municipio
mato queimado,RS,Mato Queimado,RS,municipio
maximiliano de almeida,RS,Maximiliano de Almeida,RS,municipio
maçambará,RS,Maçambará,RS,municipio
minas do leao,RS,Minas do Leão,RS,municipio
minas do leão,RS,Minas do Leão,RS,municipio
miraguai,RS,Miraguaí,RS,municipio
miraguaí,RS,Miraguaí,RS,municipio
montauri,RS,Montauri,RS,municipio
monte alegre dos campos,RS,Monte Alegre dos Campos,RS,municipio
monte alverne,RS,Santa Cruz do Sul,RS,distrito
monte belo do sul,RS,Monte Belo do Sul,RS,municipio
monte bonito,RS,Pelotas,RS,distrito
montenegro,RS,Montenegro,RS,municipio
mormaco,RS,Mormaço,RS,municipio
mormaço,RS,Mormaço,RS,municipio
morrinhos do sul,RS,Morrinhos do Sul,RS,municipio
morro redondo,RS,Morro Redondo,RS,municipio
morro reuter,RS,Morro Reuter,RS,municipio
mostardas,RS,Mostardas,RS,municipio
mucum,RS,Muçum,RS,municipio
muitos capoes,RS,Muitos Capões,RS,municipio
muliterno,RS,Muliterno,RS,municipio
muçum,RS,Muçum,RS,municipio
nao-me-toque,RS,Não-Me-Toque,RS,municipio
nicolau vergueiro,RS,Nicolau Vergueiro,RS,municipio
nonoai,RS,Nonoai,RS,municipio
nova alvorada,RS,Nova Alvorada,RS,municipio
nova andradina,RS,Nova Andradina,MS,manual_review
nova araca,RS,Nova Araçá,RS,municipio
nova araçá,RS,Nova Araçá,RS,municipio
nova bassano,RS,Nova Bassano,RS,municipio
nova boa vista,RS,Nova Boa Vista,RS,municipio
nova brescia,RS,Nova Bréscia,RS,municipio
nova bréscia,RS,Nova Bréscia,RS,municipio
nova candelaria,RS,Nova Candelária,RS,municipio
nova candelária,RS,Nova Candelária,RS,municipio
nova esperanca do sul,RS,Nova Esperança do Sul,RS,municipio
nova esperança do sul,RS,Nova Esperança do Sul,RS,municipio
nova hartz,RS,Nova Hartz,RS,municipio
nova milano,RS,Farroupilha,RS,distrito
nova padua,RS,Nova Pádua,RS,municipio
nova palma,RS,Nova Palma,RS,municipio
nova petropolis,RS,Nova Petrópolis,RS,municipio
nova petrópolis,RS,Nova Petrópolis,RS,municipio
nova prata,RS,Nova Prata,RS,municipio
nova pádua,RS,Nova Pádua,RS,municipio
nova ramada,RS,Nova Ramada,RS,municipio
nova roma do sul,RS,Nova Roma do Sul,RS,municipio
nova santa rita,RS,Nova Santa Rita,RS,municipio
nova sardenha,RS,Farroupilha,RS,distrito
novo barreiro,RS,Novo Barreiro,RS,municipio
novo cabrais,RS,Novo Cabrais,RS,municipio
novo hamburgo,RS,Novo Hamburgo,RS,municipio
"novo hamburgo, rio grande do sul, brasil",RS,Novo Hamburgo,RS,manual_review
novo machado,RS,Novo Machado,RS,municipio
novo tiradentes,RS,Novo Tiradentes,RS,municipio
novo xingu,RS,Novo Xingu,RS,municipio
não-me-toque,RS,Não-Me-Toque,RS,municipio
osorio,RS,Osório,RS,municipio
osvaldo kroeff,RS,Cambará do Sul,RS,distrito
osório,RS,Osório,RS,municipio
otavio rocha,RS,Flores da Cunha,RS,distrito
padre gonzales,RS,Três Passos,RS,distrito
paim filho,RS,Paim Filho,RS,municipio
palmares do sul,RS,Palmares do Sul,RS,municipio
palmeira das missoes,RS,Palmeira das Missões,RS,municipio
palmeira das missões,RS,Palmeira das Missões,RS,municipio
palmitinho,RS,Palmitinho,RS,municipio
panambi,RS,Panambi,RS,municipio
pantano grande,RS,Pantano Grande,RS,municipio
parai,RS,Paraí,RS,municipio
paraiso do sul,RS,Paraíso do Sul,RS,municipio
paraí,RS,Paraí,RS,municipio
paraíso do sul,RS,Paraíso do Sul,RS,municipio
pareci novo,RS,Pareci Novo,RS,municipio
parobe,RS,Parobé,RS,municipio
parobé,RS,Parobé,RS,municipio
passa sete,RS,Passa Sete,RS,municipio
passo do sobrado,RS,Passo do Sobrado,RS,municipio
passo fundo,RS,Passo Fundo,RS,municipio
paulo bento,RS,Paulo Bento,RS,municipio
paverama,RS,Paverama,RS,municipio
pedras altas,RS,Pedras Altas,RS,municipio
pedro osorio,RS,Pedro Osório,RS,municipio
pedro osório,RS,Pedro Osório,RS,municipio
pejucara,RS,Pejuçara,RS,municipio
pejuçara,RS,Pejuçara,RS,municipio
pelotas,RS,Pelotas,RS,municipio
picada cafe,RS,Picada Café,RS,municipio
picada café,RS,Picada Café,RS,municipio
pinhal,RS,Pinhal,RS,municipio
pinhal alto,RS,Nova Petrópolis,RS,distrito
pinhal da serra,RS,Pinhal da Serra,RS,municipio
pinhal grande,RS,Pinhal Grande,RS,municipio
pinheirinho do vale,RS,Pinheirinho do Vale,RS,municipio
pinheiro machado,RS,Pinheiro Machado,RS,municipio
pinto bandeira,RS,Pinto Bandeira,RS,municipio
pirapo,RS,Pirapó,RS,municipio
pirapó,RS,Pirapó,RS,municipio
piratini,RS,Piratini,RS,municipio
planalto,RS,Planalto,RS,municipio
poco das antas,RS,Poço das Antas,RS,municipio
polo petroquimico de triunfo,RS,Triunfo,RS,viacep
pontao,RS,Pontão,RS,municipio
ponte preta,RS,Ponte Preta,RS,municipio
pontão,RS,Pontão,RS,municipio
portao,RS,Portão,RS,municipio
porto aelgre,RS,Porto Alegre,RS,fuzzy
porto alegre,RS,Porto Alegre,RS,municipio
porto lucena,RS,Porto Lucena,RS,municipio
porto maua,RS,Porto Mauá,RS,municipio
porto mauá,RS,Porto Mauá,RS,municipio
porto vera cruz,RS,Porto Vera Cruz,RS,municipio
porto xavier,RS,Porto Xavier,RS,municipio
portão,RS,Portão,RS,municipio
pouso novo,RS,Pouso Novo,RS,municipio
poço das antas,RS,Poço das Antas,RS,municipio
presidente lucena,RS,Presidente Lucena,RS,municipio
progresso,RS,Progresso,RS,municipio
protasio alves,RS,Protásio Alves,RS,municipio
putinga,RS,Putinga,RS,municipio
pântano grande,RS,Pantano Grande,RS,municipio
quarai,RS,Quaraí,RS,municipio
quaraí,RS,Quaraí,RS,municipio
quatro irmaos,RS,Quatro Irmãos,RS,municipio
quevedos,RS,Quevedos,RS,municipio
quilombo,RS,Pelotas,RS,distrito
quinta,RS,Rio Grande,RS,distrito
quintao,RS,Palmares do Sul,RS,distrito
quinze de novembro,RS,Quinze de Novembro,RS,municipio
rainha do mar,RS,Xangri-lá,RS,distrito
redentora,RS,Redentora,RS,municipio
relvado,RS,Relvado,RS,municipio
restinga seca,RS,Restinga Sêca,RS,municipio
rio dos indios,RS,Rio dos Índios,RS,municipio
rio grande,RS,Rio Grande,RS,municipio
rio pardo,RS,Rio Pardo,RS,municipio
riozinho,RS,Riozinho,RS,municipio
roca sales,RS,Roca Sales,RS,municipio
rodeio bonito,RS,Rodeio Bonito,RS,municipio
rolador,RS,Rolador,RS,municipio
rolante,RS,Rolante,RS,municipio
ronda alta,RS,Ronda Alta,RS,municipio
rondinha,RS,Rondinha,RS,municipio
roque gonzales,RS,Roque Gonzales,RS,municipio
rosario do sul,RS,Rosário do Sul,RS,municipio
rosário do sul,RS,Rosário do Sul,RS,municipio
sagrada familia,RS,Sagrada Família,RS,municipio
sagrada família,RS,Sagrada Família,RS,municipio
saldanha marinho,RS,Saldanha Marinho,RS,municipio
salto do jacui,RS,Salto do Jacuí,RS,municipio
salto do jacuí,RS,Salto do Jacuí,RS,municipio
salvador das missoes,RS,Salvador das Missões,RS,municipio
salvador das missões,RS,Salvador das Missões,RS,municipio
salvador do sul,RS,Salvador do Sul,RS,municipio
sananduva,RS,Sananduva,RS,municipio
sant'ana do livramento,RS,Sant'Ana do Livramento,RS,municipio
santa barbara do sul,RS,Santa Bárbara do Sul,RS,municipio
santa bárbara do sul,RS,Santa Bárbara do Sul,RS,municipio
santa cecilia do sul,RS,Santa Cecília do Sul,RS,municipio
santa clara do sul,RS,Santa Clara do Sul,RS,municipio
santa cruz do sul,RS,Santa Cruz do Sul,RS,municipio
santa lucia do piai,RS,Caxias do Sul,RS,distrito
santa luzia,RS,Lagoa Vermelha,RS,distrito
santa margarida do sul,RS,Santa Margarida do Sul,RS,municipio
santa maria,RS,Santa Maria,RS,municipio
santa maria do herval,RS,Santa Maria do Herval,RS,municipio
santa rosa,RS,Santa Rosa,RS,municipio
santa vitoria do palmar,RS,Santa Vitória do Palmar,RS,municipio
santa vitória do palmar,RS,Santa Vitória do Palmar,RS,municipio
santana da boa vista,RS,Santana da Boa Vista,RS,municipio
santana do livramento,RS,Sant'Ana do Livramento,RS,fuzzy
santiago,RS,Santiago,RS,municipio
santo angelo,RS,Santo Ângelo,RS,municipio
santo antonio da patrulha,RS,Santo Antônio da Patrulha,RS,municipio
santo antonio das missoes,RS,Santo Antônio das Missões,RS,municipio
santo antonio do palma,RS,Santo Antônio do Palma,RS,municipio
santo antonio do planalto,RS,Santo Antônio do Planalto,RS,municipio
santo antônio da patrulha,RS,Santo Antônio da Patrulha,RS,municipio
santo antônio das missões,RS,Santo Antônio das Missões,RS,municipio
santo antônio do palma,RS,Santo Antônio do Palma,RS,municipio
santo antônio do planalto,RS,Santo Antônio do Planalto,RS,municipio
santo augusto,RS,Santo Augusto,RS,municipio
santo cristo,RS,Santo Cristo,RS,municipio
santo expedito do sul,RS,Santo Expedito do Sul,RS,municipio
santo ângelo,RS,Santo Ângelo,RS,municipio
sao borja,RS,São Borja,RS,municipio
sao domingos do sul,RS,São Domingos do Sul,RS,municipio
sao francisco de assis,RS,São Francisco de Assis,RS,municipio
sao francisco de paula,RS,São Francisco de Paula,RS,municipio
sao gabriel,RS,São Gabriel,RS,municipio
sao jeronimo,RS,São Jerônimo,RS,municipio
sao joao da urtiga,RS,São João da Urtiga,RS,municipio
sao joao do polesine,RS,São João do Polêsine,RS,municipio
sao jorge,RS,São Jorge,RS,municipio
sao jose das missoes,RS,São José das Missões,RS,municipio
sao jose do herval,RS,São José do Herval,RS,municipio
sao jose do hortencio,RS,São José do Hortêncio,RS,municipio
sao jose do inhacora,RS,São José do Inhacorá,RS,municipio
sao jose do norte,RS,São José do Norte,RS,municipio
sao jose do ouro,RS,São José do Ouro,RS,municipio
sao jose do sul,RS,São José do Sul,RS,municipio
sao jose dos ausentes,RS,São José dos Ausentes,RS,municipio
sao leopoldo,RS,São Leopoldo,RS,municipio
sao lourenco do sul,RS,São Lourenço do Sul,RS,municipio
sao luiz gonzaga,RS,São Luiz Gonzaga,RS,municipio
sao marcos,RS,São Marcos,RS,municipio
sao martinho,RS,São Martinho,RS,municipio
sao martinho da serra,RS,São Martinho da Serra,RS,municipio
sao miguel das missoes,RS,São Miguel das Missões,RS,municipio
sao nicolau,RS,São Nicolau,RS,municipio
sao paulo das missoes,RS,São Paulo das Missões,RS,municipio
sao pedro da serra,RS,São Pedro da Serra,RS,municipio
sao pedro do butia,RS,São Pedro do Butiá,RS,municipio
sao pedro do sul,RS,São Pedro do Sul,RS,municipio
sao sebastiao do cai,RS,São Sebastião do Caí,RS,municipio
sao sepe,RS,São Sepé,RS,municipio
sao valentim,RS,São Valentim,RS,municipio
sao valentim do sul,RS,São Valentim do Sul,RS,municipio
sao valerio do sul,RS,São Valério do Sul,RS,municipio
sao vendelino,RS,São Vendelino,RS,municipio
sao vicente do sul,RS,São Vicente do Sul,RS,municipio
sapiranga,RS,Sapiranga,RS,municipio
sapucaia do sul,RS,Sapucaia do Sul,RS,municipio
sarandi,RS,Sarandi,RS,municipio
seberi,RS,Seberi,RS,municipio
sede nova,RS,Sede Nova,RS,municipio
segredo,RS,Segredo,RS,municipio
selbach,RS,Selbach,RS,municipio
senador salgado filho,RS,Senador Salgado Filho,RS,municipio
sentinela do sul,RS,Sentinela do Sul,RS,municipio
serafina correa,RS,Serafina Corrêa,RS,municipio
serafina corrêa,RS,Serafina Corrêa,RS,municipio
serio,RS,Sério,RS,municipio
sertao,RS,Sertão,RS,municipio
sertao santana,RS,Sertão Santana,RS,municipio
sertão,RS,Sertão,RS,municipio
sertão santana,RS,Sertão Santana,RS,municipio
sete de setembro,RS,Sete de Setembro,RS,municipio
severiano de almeida,RS,Severiano de Almeida,RS,municipio
silveira martins,RS,Silveira Martins,RS,municipio
sinimbu,RS,Sinimbu,RS,municipio
sobradinho,RS,Sobradinho,RS,municipio
soledade,RS,Soledade,RS,municipio
são borja,RS,São Borja,RS,municipio
são domingos do sul,RS,São Domingos do Sul,RS,municipio
são francisco de assis,RS,São Francisco de Assis,RS,municipio
são francisco de paula,RS,São Francisco de Paula,RS,municipio
são gabriel,RS,São Gabriel,RS,municipio
são jerônimo,RS,São Jerônimo,RS,municipio
são josé das missões,RS,São José das Missões,RS,municipio
são josé do herval,RS,São José do Herval,RS,municipio
são josé do hortêncio,RS,São José do Hortêncio,RS,municipio
são josé do norte,RS,São José do Norte,RS,municipio
são josé do ouro,RS,São José do Ouro,RS,municipio
são josé dos ausentes,RS,São José dos Ausentes,RS,municipio
são joão da urtiga,RS,São João da Urtiga,RS,municipio
são leopoldo,RS,São Leopoldo,RS,municipio
são lourenço do sul,RS,São Lourenço do Sul,RS,municipio
são luiz gonzaga,RS,São Luiz Gonzaga,RS,municipio
são marcos,RS,São Marcos,RS,municipio
são martinho,RS,São Martinho,RS,municipio
são martinho da serra,RS,São Martinho da Serra,RS,municipio
são miguel das missões,RS,São Miguel das Missões,RS,municipio
são nicolau,RS,São Nicolau,RS,municipio
são paulo das missões,RS,São Paulo das Missões,RS,municipio
são pedro da serra,RS,São Pedro da Serra,RS,municipio
são pedro do butiá,RS,São Pedro do Butiá,RS,municipio
são pedro do sul,RS,São Pedro do Sul,RS,municipio
são sebastião do caí,RS,São Sebastião do Caí,RS,municipio
são sepé,RS,São Sepé,RS,municipio
são valentim,RS,São Valentim,RS,municipio
são valentim do sul,RS,São Valentim do Sul,RS,municipio
são vendelino,RS,São Vendelino,RS,municipio
são vicente do sul,RS,São Vicente do Sul,RS,municipio
sério,RS,Sério,RS,municipio
tabai,RS,Tabaí,RS,municipio
tapejara,RS,Tapejara,RS,municipio
tapera,RS,Tapera,RS,municipio
tapes,RS,Tapes,RS,municipio
taquara,RS,Taquara,RS,municipio
taquari,RS,Taquari,RS,municipio
taquarucu do sul,RS,Taquaruçu do Sul,RS,municipio
taquaruçu do sul,RS,Taquaruçu do Sul,RS,municipio
tavares,RS,Tavares,RS,municipio
tenente portela,RS,Tenente Portela,RS,municipio
terra de areia,RS,Terra de Areia,RS,municipio
teutonia,RS,Teutônia,RS,municipio
teutônia,RS,Teutônia,RS,municipio
tio hugo,RS,Tio Hugo,RS,municipio
tiradentes do sul,RS,Tiradentes do Sul,RS,municipio
toropi,RS,Toropi,RS,municipio
torres,RS,Torres,RS,municipio
tramandai,RS,Tramandaí,RS,municipio
tramandaí,RS,Tramandaí,RS,municipio
travesseiro,RS,Travesseiro,RS,municipio
tres arroios,RS,Três Arroios,RS,municipio
tres cachoeiras,RS,Três Cachoeiras,RS,municipio
tres coroas,RS,Três Coroas,RS,municipio
tres de maio,RS,Três de Maio,RS,municipio
tres forquilhas,RS,Três Forquilhas,RS,municipio
tres palmeiras,RS,Três Palmeiras,RS,municipio
tres passos,RS,Três Passos,RS,municipio
trindade do sul,RS,Trindade do Sul,RS,municipio
triunfo,RS,Triunfo,RS,municipio
três arroios,RS,Três Arroios,RS,municipio
três cachoeiras,RS,Três Cachoeiras,RS,municipio
três coroas,RS,Três Coroas,RS,municipio
três de maio,RS,Três de Maio,RS,municipio
três palmeiras,RS,Três Palmeiras,RS,municipio
três passos,RS,Três Passos,RS,municipio
tucunduva,RS,Tucunduva,RS,municipio
tuiuti,RS,Bento Gonçalves,RS,viacep
tunas,RS,Tunas,RS,municipio
tupanci do sul,RS,Tupanci do Sul,RS,municipio
tupancireta,RS,Tupanciretã,RS,municipio
tupanciretã,RS,Tupanciretã,RS,municipio
tupandi,RS,Tupandi,RS,municipio
tuparendi,RS,Tuparendi,RS,municipio
turucu,RS,Turuçu,RS,municipio
turuçu,RS,Turuçu,RS,municipio
ubiretama,RS,Ubiretama,RS,municipio
uniao da serra,RS,União da Serra,RS,municipio
unistalda,RS,Unistalda,RS,municipio
união da serra,RS,União da Serra,RS,municipio
uruguaiana,RS,Uruguaiana,RS,municipio
vacaria,RS,Vacaria,RS,municipio
vale do sol,RS,Vale do Sol,RS,municipio
vale dos vinhedos,RS,Bento Gonçalves,RS,distrito
vale real,RS,Vale Real,RS,municipio
vale verde,RS,Vale Verde,RS,municipio
vanini,RS,Vanini,RS,municipio
venancio aires,RS,Venâncio Aires,RS,municipio
venâncio aires,RS,Venâncio Aires,RS,municipio
vera cruz,RS,Vera Cruz,RS,municipio
veranopolis,RS,Veranópolis,RS,municipio
veranópolis,RS,Veranópolis,RS,municipio
vespasiano correa,RS,Vespasiano Corrêa,RS,municipio
viadutos,RS,Viadutos,RS,municipio
viamao,RS,Viamão,RS,municipio
viamão,RS,Viamão,RS,municipio
vicente dutra,RS,Vicente Dutra,RS,municipio
victor graeff,RS,Victor Graeff,RS,municipio
vila flores,RS,Vila Flores,RS,municipio
vila langaro,RS,Vila Lângaro,RS,municipio
vila lângaro,RS,Vila Lângaro,RS,municipio
vila maria,RS,Vila Maria,RS,municipio
vila nova do sul,RS,Vila Nova do Sul,RS,municipio
vista alegre,RS,Vista Alegre,RS,municipio
vista alegre do prata,RS,Vista Alegre do Prata,RS,municipio
vista gaucha,RS,Vista Gaúcha,RS,municipio
vista gaúcha,RS,Vista Gaúcha,RS,municipio
vitoria das missoes,RS,Vitória das Missões,RS,municipio
vitória das missões,RS,Vitória das Missões,RS,municipio
westfalia,RS,Westfália,RS,municipio
westfália,RS,Westfália,RS,municipio
xangri-la,RS,Xangri-lá,RS,municipio
xangri-lá,RS,Xangri-lá,RS,municipio
xangrila,RS,Xangri-lá,RS,fuzzy
áurea,RS,Áurea,RS,municipio
abdon batista,SC,Abdon Batista,SC,municipio
abelardo luz,SC,Abelardo Luz,SC,municipio
agrolandia,SC,Agrolândia,SC,municipio
agrolândia,SC,Agrolândia,SC,municipio
agronomica,SC,Agronômica,SC,municipio
agronômica,SC,Agronômica,SC,municipio
agua doce,SC,Água Doce,SC,municipio
aguas de chapeco,SC,Águas de Chapecó,SC,municipio
aguas frias,SC,Águas Frias,SC,municipio
aguas mornas,SC,Águas Mornas,SC,municipio
alfredo wagner,SC,Alfredo Wagner,SC,municipio
alto bela vista,SC,Alto Bela Vista,SC,municipio
anchieta,SC,Anchieta,SC,municipio
angelina,SC,Angelina,SC,municipio
anita garibaldi,SC,Anita Garibaldi,SC,municipio
anitapolis,SC,Anitápolis,SC,municipio
anitápolis,SC,Anitápolis,SC,municipio
antonio carlos,SC,Antônio Carlos,SC,municipio
antônio carlos,SC,Antônio Carlos,SC,municipio
apiuna,SC,Apiúna,SC,municipio
apiúna,SC,Apiúna,SC,municipio
arabuta,SC,Arabutã,SC,municipio
araquari,SC,Araquari,SC,municipio
ararangua,SC,Araranguá,SC,municipio
araranguá,SC,Araranguá,SC,municipio
armazem,SC,Armazém,SC,municipio
armazém,SC,Armazém,SC,municipio
arroio trinta,SC,Arroio Trinta,SC,municipio
arvoredo,SC,Arvoredo,SC,municipio
ascurra,SC,Ascurra,SC,municipio
atalanta,SC,Atalanta,SC,municipio
aurora,SC,Aurora,SC,municipio
azambuja,SC,Pedras Grandes,SC,distrito
balenario camboriu,SC,Balneário Camboriú,SC,fuzzy
balneario arroio do silva,SC,Balneário Arroio do Silva,SC,municipio
balneario barra do sul,SC,Balneário Barra do Sul,SC,municipio
balneario camboriu,SC,Balneário Camboriú,SC,municipio
balneario de picarras,SC,Balneário Piçarras,SC,fuzzy
balneario gaivota,SC,Balneário Gaivota,SC,municipio
balneario picarras,SC,Balneário Piçarras,SC,municipio
balneario rincao,SC,Balneário Rincão,SC,municipio
balneário arroio do silva,SC,Balneário Arroio do Silva,SC,municipio
balneário barra do sul,SC,Balneário Barra do Sul,SC,municipio
balneário camboriú,SC,Balneário Camboriú,SC,municipio
balneário gaivota,SC,Balneário Gaivota,SC,municipio
balneário piçarras,SC,Balneário Piçarras,SC,municipio
balneário rincão,SC,Balneário Rincão,SC,municipio
bandeirante,SC,Bandeirante,SC,municipio
barra bonita,SC,Barra Bonita,SC,municipio
barra velha,SC,Barra Velha,SC,municipio
bela vista do toldo,SC,Bela Vista do Toldo,SC,municipio
belmonte,SC,Belmonte,SC,municipio
benedito novo,SC,Benedito Novo,SC,municipio
biguacu,SC,Biguaçu,SC,municipio
biguaçu,SC,Biguaçu,SC,municipio
blumenau,SC,Blumenau,SC,municipio
bocaina do sul,SC,Bocaina do Sul,SC,municipio
bocaína do sul,SC,Bocaina do Sul,SC,municipio
bom jardim da serra,SC,Bom Jardim da Serra,SC,municipio
bom jesus,SC,Bom Jesus,SC,municipio
bom retiro,SC,Bom Retiro,SC,municipio
bombinhas,SC,Bombinhas,SC,municipio
botuvera,SC,Botuverá,SC,municipio
botuverá,SC,Botuverá,SC,municipio
braco do norte,SC,Braço do Norte,SC,municipio
braco do trombudo,SC,Braço do Trombudo,SC,municipio
braço do norte,SC,Braço do Norte,SC,municipio
braço do trombudo,SC,Braço do Trombudo,SC,municipio
brunopolis,SC,Brunópolis,SC,municipio
brunópolis,SC,Brunópolis,SC,municipio
brusque,SC,Brusque,SC,municipio
cacador,SC,Caçador,SC,municipio
caibi,SC,Caibi,SC,municipio
calmon,SC,Calmon,SC,municipio
camboriu,SC,Camboriú,SC,municipio
camboriú,SC,Camboriú,SC,municipio
campo alegre,SC,Campo Alegre,SC,municipio
campo belo do sul,SC,Campo Belo do Sul,SC,municipio
campo ere,SC,Campo Erê,SC,municipio
campo erê,SC,Campo Erê,SC,municipio
campos novos,SC,Campos Novos,SC,municipio
canelinha,SC,Canelinha,SC,municipio
canoinhas,SC,Canoinhas,SC,municipio
capao alto,SC,Capão Alto,SC,municipio
capinzal,SC,Capinzal,SC,municipio
capivari de baixo,SC,Capivari de Baixo,SC,municipio
catanduvas,SC,Catanduvas,SC,municipio
caxambu do sul,SC,Caxambu do Sul,SC,municipio
caçador,SC,Caçador,SC,municipio
celso ramos,SC,Celso Ramos,SC,municipio
cerro negro,SC,Cerro Negro,SC,municipio
chapadao do lageado,SC,Chapadão do Lageado,SC,municipio
chapadão do lageado,SC,Chapadão do Lageado,SC,municipio
chapeco,SC,Chapecó,SC,municipio
chapecó,SC,Chapecó,SC,municipio
cocal do sul,SC,Cocal do Sul,SC,municipio
concordia,SC,Concórdia,SC,municipio
concórdia,SC,Concórdia,SC,municipio
cordilheira alta,SC,Cordilheira Alta,SC,municipio
coronel freitas,SC,Coronel Freitas,SC,municipio
coronel martins,SC,Coronel Martins,SC,municipio
correia pinto,SC,Correia Pinto,SC,municipio
corupa,SC,Corupá,SC,municipio
corupá,SC,Corupá,SC,municipio
criciuma,SC,Criciúma,SC,municipio
criciúma,SC,Criciúma,SC,municipio
cunha pora,SC,Cunha Porã,SC,municipio
cunha porã,SC,Cunha Porã,SC,municipio
cunhatai,SC,Cunhataí,SC,municipio
curitibanos,SC,Curitibanos,SC,municipio
dalbergia,SC,Ibirama,SC,distrito
descanso,SC,Descanso,SC,municipio
dionisio cerqueira,SC,Dionísio Cerqueira,SC,municipio
dionísio cerqueira,SC,Dionísio Cerqueira,SC,municipio
dona emma,SC,Dona Emma,SC,municipio
doutor pedrinho,SC,Doutor Pedrinho,SC,municipio
entre rios,SC,Entre Rios,SC,municipio
ermo,SC,Ermo,SC,municipio
erval velho,SC,Erval Velho,SC,municipio
estacao cocal,SC,Morro da Fumaça,SC,distrito
estação cocal,SC,Morro da Fumaça,SC,distrito
faxinal dos guedes,SC,Faxinal dos Guedes,SC,municipio
flor do sertao,SC,Flor do Sertão,SC,municipio
flor do sertão,SC,Flor do Sertão,SC,municipio
